id,device_id,temperature,pH,tds,turbidity,conductivity,timestamp
304,DEVICE_003,17.4,7.45,83.5,0.8,88.5,2026-03-22 14:47:57.869028
305,DEVICE_002,18.5,6.59,187.8,0.66,133.5,2026-03-22 15:17:57.869028
306,DEVICE_002,22.3,7.78,100.9,0.18,75.3,2026-03-22 15:47:57.869028
307,DEVICE_001,20.6,7.61,201.4,0.66,75.6,2026-03-22 16:17:57.869028
308,DEVICE_003,19.6,6.65,125.3,0.44,140.3,2026-03-22 16:47:57.869028
309,DEVICE_001,21.6,7.97,100.0,0.69,130.5,2026-03-22 17:17:57.869028
310,DEVICE_003,24.1,7.34,153.4,0.16,112.8,2026-03-22 17:47:57.869028
311,DEVICE_001,9.0,8.44,231.2,0.52,124.0,2026-03-22 18:17:57.869028
312,DEVICE_002,17.0,7.94,182.4,0.78,97.2,2026-03-22 18:47:57.869028
313,DEVICE_002,19.5,8.3,126.1,0.58,83.4,2026-03-22 19:17:57.869028
314,DEVICE_002,19.3,7.02,211.8,0.66,99.3,2026-03-22 19:47:57.869028
315,DEVICE_002,18.1,8.11,211.2,0.33,85.5,2026-03-22 20:17:57.869028
316,DEVICE_003,18.1,6.52,179.9,0.26,56.0,2026-03-22 20:47:57.869028
317,DEVICE_001,18.0,6.91,410.3,0.66,54.3,2026-03-22 21:17:57.869028
318,DEVICE_003,15.8,6.75,95.1,0.27,58.8,2026-03-22 21:47:57.869028
319,DEVICE_003,21.8,6.74,728.1,0.66,56.7,2026-03-22 22:17:57.869028
320,DEVICE_003,24.3,8.45,76.1,0.49,145.9,2026-03-22 22:47:57.869028
321,DEVICE_003,24.6,8.46,284.1,0.22,110.9,2026-03-22 23:17:57.869028
322,DEVICE_001,19.9,7.4,159.5,0.48,53.4,2026-03-22 23:47:57.869028
323,DEVICE_001,18.5,7.08,100.7,0.66,137.1,2026-03-23 00:17:57.869028
324,DEVICE_001,15.7,7.62,257.3,0.35,108.9,2026-03-23 00:47:57.869028
325,DEVICE_002,19.7,7.36,222.5,0.48,66.8,2026-03-23 01:17:57.869028
326,DEVICE_003,21.6,6.69,57.0,0.85,94.3,2026-03-23 01:47:57.869028
327,DEVICE_002,23.5,8.23,114.6,0.14,131.3,2026-03-23 02:17:57.869028
328,DEVICE_002,22.5,7.24,254.8,3.98,92.9,2026-03-23 02:47:57.869028
329,DEVICE_002,19.1,7.93,246.8,0.29,123.6,2026-03-23 03:17:57.869028
330,DEVICE_002,21.8,7.95,177.1,0.28,135.6,2026-03-23 03:47:57.869028
331,DEVICE_002,19.2,7.45,204.4,0.11,73.5,2026-03-23 04:17:57.869028
332,DEVICE_001,15.2,6.9,74.8,0.41,118.9,2026-03-23 04:47:57.869028
333,DEVICE_002,17.9,7.57,102.0,0.1,133.4,2026-03-23 05:17:57.869028
334,DEVICE_001,17.8,7.55,215.7,0.28,52.4,2026-03-23 05:47:57.869028
335,DEVICE_002,23.7,8.07,150.4,0.82,66.1,2026-03-23 06:17:57.869028
336,DEVICE_002,21.1,6.85,173.8,0.46,139.3,2026-03-23 06:47:57.869028
337,DEVICE_001,15.4,6.6,619.2,0.48,98.5,2026-03-23 07:17:57.869028
338,DEVICE_002,8.0,9.72,534.1,3.46,78.0,2026-03-23 07:47:57.869028
339,DEVICE_003,15.0,7.51,128.5,0.35,117.9,2026-03-23 08:17:57.869028
340,DEVICE_003,20.1,7.7,218.7,0.5,100.5,2026-03-23 08:47:57.869028
341,DEVICE_002,24.5,8.26,180.1,0.87,103.6,2026-03-23 09:17:57.869028
342,DEVICE_002,19.3,6.79,274.6,0.89,78.1,2026-03-23 09:47:57.869028
343,DEVICE_001,21.5,7.93,146.6,3.28,146.0,2026-03-23 10:17:57.869028
344,DEVICE_001,19.1,6.88,162.3,0.27,80.0,2026-03-23 10:47:57.869028
345,DEVICE_003,24.1,6.9,642.5,0.48,66.5,2026-03-23 11:17:57.869028
346,DEVICE_001,23.3,8.34,102.5,0.72,139.9,2026-03-23 11:47:57.869028
347,DEVICE_001,19.7,9.71,156.1,0.89,84.3,2026-03-23 12:17:57.869028
348,DEVICE_002,13.1,4.24,401.6,3.24,111.1,2026-03-23 12:47:57.869028
349,DEVICE_003,8.5,8.33,62.1,0.75,110.2,2026-03-23 13:17:57.869028
350,DEVICE_002,10.1,6.85,228.7,0.54,85.0,2026-03-23 13:47:57.869028
351,DEVICE_003,17.9,8.47,231.0,0.23,63.2,2026-03-23 14:17:57.869028
352,DEVICE_003,21.2,7.6,194.6,0.23,90.7,2026-03-23 14:47:57.869028
353,DEVICE_001,18.3,7.93,239.5,0.21,137.8,2026-03-23 15:17:57.869028
354,DEVICE_001,22.8,8.38,66.0,0.34,51.4,2026-03-23 15:47:57.869028
355,DEVICE_001,17.8,6.92,696.1,0.33,67.4,2026-03-23 16:17:57.869028
356,DEVICE_003,16.9,7.31,174.3,0.26,109.2,2026-03-23 16:47:57.869028
357,DEVICE_001,21.4,7.55,213.1,0.74,138.7,2026-03-23 17:17:57.869028
358,DEVICE_002,20.1,6.98,149.8,0.76,99.9,2026-03-23 17:47:57.869028
359,DEVICE_001,23.3,8.45,294.0,0.2,129.2,2026-03-23 18:17:57.869028
360,DEVICE_002,20.4,7.51,195.9,0.75,99.7,2026-03-23 18:47:57.869028
361,DEVICE_001,19.2,6.55,282.7,0.81,138.8,2026-03-23 19:17:57.869028
362,DEVICE_001,23.0,8.17,157.8,0.66,121.5,2026-03-23 19:47:57.869028
363,DEVICE_003,8.9,9.3,383.3,4.32,122.7,2026-03-23 20:17:57.869028
364,DEVICE_002,18.4,6.89,91.7,0.45,64.4,2026-03-23 20:47:57.869028
365,DEVICE_003,18.1,7.97,255.5,0.24,110.7,2026-03-23 21:17:57.869028
366,DEVICE_003,19.5,7.22,226.8,0.87,76.5,2026-03-23 21:47:57.869028
367,DEVICE_002,21.2,7.43,168.7,0.88,53.7,2026-03-23 22:17:57.869028
368,DEVICE_003,24.5,7.64,121.2,0.44,100.7,2026-03-23 22:47:57.869028
369,DEVICE_002,17.5,6.54,207.2,0.38,86.6,2026-03-23 23:17:57.869028
370,DEVICE_002,22.6,8.03,249.8,0.77,106.4,2026-03-23 23:47:57.869028
371,DEVICE_001,22.9,7.01,81.1,0.53,101.8,2026-03-24 00:17:57.869028
372,DEVICE_002,20.3,6.79,55.1,0.8,133.2,2026-03-24 00:47:57.869028
373,DEVICE_001,23.5,7.24,141.5,0.3,108.2,2026-03-24 01:17:57.869028
374,DEVICE_003,19.2,8.09,157.3,0.25,77.7,2026-03-24 01:47:57.869028
375,DEVICE_003,15.1,6.7,212.4,0.88,59.2,2026-03-24 02:17:57.869028
376,DEVICE_003,16.1,7.64,276.8,0.57,66.1,2026-03-24 02:47:57.869028
377,DEVICE_003,17.4,7.33,222.9,0.44,93.5,2026-03-24 03:17:57.869028
378,DEVICE_001,8.5,6.97,58.1,0.67,64.2,2026-03-24 03:47:57.869028
379,DEVICE_003,24.9,7.66,221.3,0.78,59.8,2026-03-24 04:17:57.869028
380,DEVICE_002,6.6,5.46,766.2,1.99,64.6,2026-03-24 04:47:57.869028
381,DEVICE_001,18.9,8.34,91.7,2.15,97.6,2026-03-24 05:17:57.869028
382,DEVICE_001,16.9,7.56,95.9,0.36,129.6,2026-03-24 05:47:57.869028
383,DEVICE_002,16.0,8.42,159.7,0.45,136.6,2026-03-24 06:17:57.869028
384,DEVICE_003,21.7,7.49,174.0,0.59,108.8,2026-03-24 06:47:57.869028
385,DEVICE_001,17.4,8.09,216.5,0.48,65.0,2026-03-24 07:17:57.869028
386,DEVICE_001,23.3,7.67,157.4,0.15,74.6,2026-03-24 07:47:57.869028
387,DEVICE_002,17.1,7.83,83.9,0.56,56.7,2026-03-24 08:17:57.869028
388,DEVICE_002,21.2,8.38,148.4,0.32,141.4,2026-03-24 08:47:57.869028
389,DEVICE_002,10.5,7.49,235.5,0.68,138.4,2026-03-24 09:17:57.869028
390,DEVICE_003,19.2,6.69,418.4,0.54,141.9,2026-03-24 09:47:57.869028
391,DEVICE_003,22.7,7.15,234.7,0.78,54.2,2026-03-24 10:17:57.869028
392,DEVICE_002,23.4,7.17,80.2,0.47,61.4,2026-03-24 10:47:57.869028
393,DEVICE_003,23.4,8.18,159.2,0.29,84.6,2026-03-24 11:17:57.869028
394,DEVICE_003,20.0,8.27,76.0,0.57,51.8,2026-03-24 11:47:57.869028
395,DEVICE_002,13.1,7.13,190.3,0.24,119.0,2026-03-24 12:17:57.869028
396,DEVICE_002,24.1,6.68,89.6,0.88,117.0,2026-03-24 12:47:57.869028
397,DEVICE_002,17.9,7.23,211.2,0.59,73.4,2026-03-24 13:17:57.869028
398,DEVICE_003,16.1,7.67,127.2,0.49,124.4,2026-03-24 13:47:57.869028
399,DEVICE_001,21.6,7.83,785.5,0.9,125.1,2026-03-24 14:17:57.869028
400,DEVICE_002,21.1,6.86,522.1,0.25,136.6,2026-03-24 14:47:57.869028
401,DEVICE_001,23.8,6.91,664.5,0.32,93.1,2026-03-24 15:17:57.869028
402,DEVICE_001,21.8,7.18,171.2,0.69,85.4,2026-03-24 15:47:57.869028
403,DEVICE_002,15.4,7.08,55.8,0.32,95.0,2026-03-24 16:17:57.869028
404,DEVICE_002,12.6,7.06,233.8,0.47,111.3,2026-03-24 16:47:57.869028
405,DEVICE_003,22.4,6.76,75.3,0.85,100.7,2026-03-24 17:17:57.869028
406,DEVICE_001,23.5,7.31,228.0,0.77,85.7,2026-03-24 17:47:57.869028
407,DEVICE_002,21.2,7.05,287.0,0.43,132.3,2026-03-24 18:17:57.869028
408,DEVICE_002,17.8,8.43,93.1,0.31,79.5,2026-03-24 18:47:57.869028
409,DEVICE_003,6.7,7.78,66.6,0.34,125.7,2026-03-24 19:17:57.869028
410,DEVICE_001,20.5,8.32,215.4,0.34,97.0,2026-03-24 19:47:57.869028
411,DEVICE_001,16.8,6.58,222.8,0.38,112.7,2026-03-24 20:17:57.869028
412,DEVICE_001,21.6,6.76,233.4,0.39,106.2,2026-03-24 20:47:57.869028
413,DEVICE_001,22.2,6.86,77.4,0.73,144.0,2026-03-24 21:17:57.869028
414,DEVICE_001,16.3,6.57,228.6,0.14,64.1,2026-03-24 21:47:57.869028
415,DEVICE_002,16.5,7.95,292.4,1.63,121.2,2026-03-24 22:17:57.869028
416,DEVICE_003,20.4,7.38,482.9,0.27,108.5,2026-03-24 22:47:57.869028
417,DEVICE_001,22.8,7.63,210.1,0.42,74.2,2026-03-24 23:17:57.869028
418,DEVICE_001,23.2,8.81,225.1,0.59,126.0,2026-03-24 23:47:57.869028
419,DEVICE_002,22.7,7.97,114.8,0.64,138.5,2026-03-25 00:17:57.869028
420,DEVICE_001,16.3,7.61,96.2,0.52,107.3,2026-03-25 00:47:57.869028
421,DEVICE_002,21.4,6.54,177.9,0.79,115.0,2026-03-25 01:17:57.869028
422,DEVICE_003,23.0,8.44,105.6,0.82,62.9,2026-03-25 01:47:57.869028
423,DEVICE_002,15.6,6.89,252.1,0.17,68.9,2026-03-25 02:17:57.869028
424,DEVICE_003,22.9,7.46,194.9,0.6,137.5,2026-03-25 02:47:57.869028
425,DEVICE_002,24.7,6.99,219.0,0.5,97.1,2026-03-25 03:17:57.869028
426,DEVICE_003,16.3,8.33,76.0,0.64,65.5,2026-03-25 03:47:57.869028
427,DEVICE_001,24.9,8.15,232.9,0.22,56.4,2026-03-25 04:17:57.869028
428,DEVICE_001,18.7,7.02,234.5,0.4,66.0,2026-03-25 04:47:57.869028
429,DEVICE_001,18.1,5.56,229.3,0.66,127.6,2026-03-25 05:17:57.869028
430,DEVICE_001,18.5,7.38,87.6,0.75,147.4,2026-03-25 05:47:57.869028
431,DEVICE_001,17.6,8.38,112.9,4.41,71.3,2026-03-25 06:17:57.869028
432,DEVICE_002,25.0,8.19,738.8,0.39,129.9,2026-03-25 06:47:57.869028
433,DEVICE_002,22.5,7.52,235.8,0.9,142.2,2026-03-25 07:17:57.869028
434,DEVICE_002,19.5,4.02,188.3,0.88,113.8,2026-03-25 07:47:57.869028
435,DEVICE_002,17.8,8.23,286.3,0.85,119.3,2026-03-25 08:17:57.869028
436,DEVICE_002,17.8,7.27,187.1,0.21,103.3,2026-03-25 08:47:57.869028
437,DEVICE_003,9.0,8.39,248.0,0.69,145.7,2026-03-25 09:17:57.869028
438,DEVICE_001,8.8,6.74,242.5,0.9,137.8,2026-03-25 09:47:57.869028
439,DEVICE_001,24.7,6.96,206.4,0.24,67.1,2026-03-25 10:17:57.869028
440,DEVICE_003,11.7,9.07,641.5,2.86,97.7,2026-03-25 10:47:57.869028
441,DEVICE_002,16.4,7.08,293.5,0.87,105.1,2026-03-25 11:17:57.869028
442,DEVICE_003,17.0,7.12,251.9,0.86,72.2,2026-03-25 11:47:57.869028
443,DEVICE_002,18.6,8.19,226.6,0.29,72.3,2026-03-25 12:17:57.869028
444,DEVICE_001,20.4,6.92,253.2,0.37,61.1,2026-03-25 12:47:57.869028
445,DEVICE_001,11.0,9.56,375.0,1.92,145.3,2026-03-25 13:17:57.869028
446,DEVICE_003,20.2,8.03,392.8,0.38,81.2,2026-03-25 13:47:57.869028
447,DEVICE_001,16.5,6.87,89.5,0.13,138.5,2026-03-25 14:17:57.869028
448,DEVICE_001,22.3,7.96,677.5,0.55,53.6,2026-03-25 14:47:57.869028
449,DEVICE_001,18.9,8.17,208.6,0.79,91.6,2026-03-25 15:17:57.869028
450,DEVICE_003,22.8,7.15,269.7,0.29,131.4,2026-03-25 15:47:57.869028
451,DEVICE_002,23.4,7.2,153.8,0.6,145.1,2026-03-25 16:17:57.869028
452,DEVICE_003,18.1,8.24,214.2,0.51,57.5,2026-03-25 16:47:57.869028
453,DEVICE_003,15.7,7.65,204.4,0.66,88.9,2026-03-25 17:17:57.869028
454,DEVICE_003,20.2,6.96,244.1,0.47,70.0,2026-03-25 17:47:57.869028
455,DEVICE_002,22.5,9.89,283.2,0.75,68.9,2026-03-25 18:17:57.869028
456,DEVICE_001,22.5,8.03,721.4,0.86,149.2,2026-03-25 18:47:57.869028
457,DEVICE_002,15.6,8.31,276.9,2.42,81.6,2026-03-25 19:17:57.869028
458,DEVICE_002,16.0,7.52,66.0,0.51,74.1,2026-03-25 19:47:57.869028
459,DEVICE_001,24.6,6.88,271.0,0.79,124.1,2026-03-25 20:17:57.869028
460,DEVICE_003,17.7,7.73,266.4,0.16,66.8,2026-03-25 20:47:57.869028
461,DEVICE_002,24.9,9.55,208.2,0.63,144.3,2026-03-25 21:17:57.869028
462,DEVICE_002,8.4,7.0,66.8,0.67,67.9,2026-03-25 21:47:57.869028
463,DEVICE_003,10.7,7.49,65.6,0.32,93.5,2026-03-25 22:17:57.869028
464,DEVICE_003,19.3,7.1,187.1,2.22,127.8,2026-03-25 22:47:57.869028
465,DEVICE_002,18.6,8.48,243.1,0.29,103.9,2026-03-25 23:17:57.869028
466,DEVICE_001,12.2,4.42,494.4,3.0,96.2,2026-03-25 23:47:57.869028
467,DEVICE_001,19.0,7.54,424.1,0.78,138.7,2026-03-26 00:17:57.869028
468,DEVICE_003,19.0,6.97,176.9,0.53,55.1,2026-03-26 00:47:57.869028
469,DEVICE_002,24.8,7.99,213.4,2.08,128.5,2026-03-26 01:17:57.869028
470,DEVICE_003,12.8,7.61,82.6,0.19,120.7,2026-03-26 01:47:57.869028
471,DEVICE_001,22.4,6.96,94.0,0.5,65.5,2026-03-26 02:17:57.869028
472,DEVICE_001,12.5,6.9,170.8,0.3,110.4,2026-03-26 02:47:57.869028
473,DEVICE_003,20.2,6.59,226.8,3.29,122.4,2026-03-26 03:17:57.869028
474,DEVICE_002,16.8,6.63,782.7,0.5,71.4,2026-03-26 03:47:57.869028
475,DEVICE_002,24.1,6.81,156.7,4.26,122.3,2026-03-26 04:17:57.869028
476,DEVICE_001,21.0,7.61,207.1,0.16,137.3,2026-03-26 04:47:57.869028
477,DEVICE_002,19.1,6.61,265.3,0.8,138.3,2026-03-26 05:17:57.869028
478,DEVICE_003,12.3,9.81,462.2,4.45,62.6,2026-03-26 05:47:57.869028
479,DEVICE_001,23.9,9.48,290.2,0.21,70.0,2026-03-26 06:17:57.869028
480,DEVICE_002,19.7,7.0,270.9,0.78,61.6,2026-03-26 06:47:57.869028
481,DEVICE_002,21.0,7.77,262.0,0.39,80.7,2026-03-26 07:17:57.869028
482,DEVICE_002,17.2,9.78,190.1,0.35,114.8,2026-03-26 07:47:57.869028
483,DEVICE_001,8.2,7.36,160.0,0.69,111.8,2026-03-26 08:17:57.869028
484,DEVICE_001,15.3,9.41,140.8,0.65,70.8,2026-03-26 08:47:57.869028
485,DEVICE_002,21.5,8.39,149.2,0.25,120.2,2026-03-26 09:17:57.869028
486,DEVICE_001,15.8,6.56,55.0,0.37,94.3,2026-03-26 09:47:57.869028
487,DEVICE_001,10.4,8.89,588.9,3.32,83.2,2026-03-26 10:17:57.869028
488,DEVICE_001,24.5,6.85,87.4,0.73,115.9,2026-03-26 10:47:57.869028
489,DEVICE_003,23.9,8.78,97.5,0.36,118.0,2026-03-26 11:17:57.869028
490,DEVICE_002,19.8,6.88,286.9,0.39,61.1,2026-03-26 11:47:57.869028
491,DEVICE_003,23.8,7.43,174.6,0.75,145.3,2026-03-26 12:17:57.869028
492,DEVICE_002,23.4,7.07,95.5,0.3,97.0,2026-03-26 12:47:57.869028
493,DEVICE_003,21.9,6.64,292.3,0.65,87.3,2026-03-26 13:17:57.869028
494,DEVICE_002,22.1,6.82,108.1,0.89,93.9,2026-03-26 13:47:57.869028
495,DEVICE_002,15.7,7.51,281.7,0.73,54.1,2026-03-26 14:17:57.869028
496,DEVICE_002,18.9,6.93,206.0,1.6,125.4,2026-03-26 14:47:57.869028
497,DEVICE_002,21.4,6.99,270.9,0.87,85.8,2026-03-26 15:17:57.869028
498,DEVICE_001,16.9,8.45,360.0,0.24,137.3,2026-03-26 15:47:57.869028
499,DEVICE_002,15.8,8.21,82.6,0.61,67.3,2026-03-26 16:17:57.869028
500,DEVICE_001,15.6,6.69,186.8,0.44,64.3,2026-03-26 16:47:57.869028
501,DEVICE_003,16.3,8.36,227.9,1.91,138.2,2026-03-26 17:17:57.869028
502,DEVICE_001,19.6,6.84,90.1,0.9,99.1,2026-03-26 17:47:57.869028
503,DEVICE_003,18.3,7.94,198.1,0.32,50.0,2026-03-26 18:17:57.869028
504,DEVICE_001,21.3,7.06,93.6,0.42,71.2,2026-03-26 18:47:57.869028
505,DEVICE_003,23.4,7.87,294.6,4.01,65.7,2026-03-26 19:17:57.869028
506,DEVICE_003,19.7,8.28,198.1,0.41,124.0,2026-03-26 19:47:57.869028
507,DEVICE_003,23.0,6.57,276.8,0.13,71.6,2026-03-26 20:17:57.869028
508,DEVICE_001,23.3,8.45,60.1,0.81,147.4,2026-03-26 20:47:57.869028
509,DEVICE_003,16.2,8.12,80.6,0.79,138.8,2026-03-26 21:17:57.869028
510,DEVICE_001,22.6,7.71,221.2,2.46,79.5,2026-03-26 21:47:57.869028
511,DEVICE_001,18.0,7.18,216.3,3.67,97.8,2026-03-26 22:17:57.869028
512,DEVICE_002,14.0,8.26,183.9,0.84,83.3,2026-03-26 22:47:57.869028
513,DEVICE_003,18.5,6.54,193.4,0.84,118.3,2026-03-26 23:17:57.869028
514,DEVICE_001,21.8,7.66,197.9,0.61,123.4,2026-03-26 23:47:57.869028
515,DEVICE_001,17.2,7.19,127.4,0.51,76.1,2026-03-27 00:17:57.869028
516,DEVICE_001,20.0,7.91,110.2,0.48,133.8,2026-03-27 00:47:57.869028
517,DEVICE_001,19.2,6.58,174.6,0.39,111.5,2026-03-27 01:17:57.869028
518,DEVICE_001,19.1,8.1,215.6,0.88,100.1,2026-03-27 01:47:57.869028
519,DEVICE_003,20.1,6.95,284.6,0.37,119.8,2026-03-27 02:17:57.869028
520,DEVICE_001,21.2,7.83,97.2,0.51,110.4,2026-03-27 02:47:57.869028
521,DEVICE_002,15.6,8.29,292.7,0.38,65.5,2026-03-27 03:17:57.869028
522,DEVICE_001,23.9,6.62,280.6,0.78,143.5,2026-03-27 03:47:57.869028
523,DEVICE_001,21.6,7.62,192.1,4.15,140.4,2026-03-27 04:17:57.869028
524,DEVICE_002,24.2,7.11,119.6,0.25,143.9,2026-03-27 04:47:57.869028
525,DEVICE_003,19.1,7.3,160.7,0.74,70.5,2026-03-27 05:17:57.869028
526,DEVICE_002,24.7,7.94,93.4,0.27,83.9,2026-03-27 05:47:57.869028
527,DEVICE_001,21.5,7.24,273.3,0.58,83.5,2026-03-27 06:17:57.869028
528,DEVICE_002,19.4,7.66,209.6,0.73,141.0,2026-03-27 06:47:57.869028
529,DEVICE_003,18.0,6.7,140.9,3.33,120.8,2026-03-27 07:17:57.869028
530,DEVICE_001,21.1,7.13,62.3,0.14,146.4,2026-03-27 07:47:57.869028
531,DEVICE_002,16.3,7.67,185.2,0.54,109.6,2026-03-27 08:17:57.869028
532,DEVICE_003,17.1,6.78,90.7,0.4,68.6,2026-03-27 08:47:57.869028
533,DEVICE_002,18.1,5.23,83.8,0.81,52.9,2026-03-27 09:17:57.869028
534,DEVICE_003,15.2,6.99,231.2,0.86,139.6,2026-03-27 09:47:57.869028
535,DEVICE_001,17.7,8.28,275.1,0.38,118.0,2026-03-27 10:17:57.869028
536,DEVICE_001,24.8,8.05,183.6,1.52,120.9,2026-03-27 10:47:57.869028
537,DEVICE_002,22.1,8.02,101.9,0.61,63.9,2026-03-27 11:17:57.869028
538,DEVICE_001,24.4,6.65,250.3,0.18,119.8,2026-03-27 11:47:57.869028
539,DEVICE_001,18.0,6.87,269.0,0.38,147.6,2026-03-27 12:17:57.869028
540,DEVICE_001,17.4,8.03,247.3,0.84,62.2,2026-03-27 12:47:57.869028
541,DEVICE_001,21.5,7.37,88.6,0.44,108.3,2026-03-27 13:17:57.869028
542,DEVICE_002,21.8,8.3,253.9,0.39,127.1,2026-03-27 13:47:57.869028
543,DEVICE_002,24.5,6.56,52.1,0.19,91.2,2026-03-27 14:17:57.869028
544,DEVICE_001,22.8,5.74,113.0,0.68,138.6,2026-03-27 14:47:57.869028
545,DEVICE_001,24.0,7.22,95.2,0.45,60.5,2026-03-27 15:17:57.869028
546,DEVICE_002,24.4,8.48,132.9,0.83,93.5,2026-03-27 15:47:57.869028
547,DEVICE_003,17.6,8.28,54.5,0.3,93.8,2026-03-27 16:17:57.869028
548,DEVICE_001,24.2,5.07,106.2,0.84,72.3,2026-03-27 16:47:57.869028
549,DEVICE_003,24.6,8.37,221.0,0.35,85.2,2026-03-27 17:17:57.869028
550,DEVICE_003,15.6,7.13,68.3,0.66,61.9,2026-03-27 17:47:57.869028
551,DEVICE_001,24.3,8.17,260.5,0.29,125.5,2026-03-27 18:17:57.869028
552,DEVICE_003,17.1,8.4,182.1,0.56,149.3,2026-03-27 18:47:57.869028
553,DEVICE_002,21.1,6.64,204.0,0.65,54.8,2026-03-27 19:17:57.869028
554,DEVICE_002,17.0,7.09,61.0,0.26,80.7,2026-03-27 19:47:57.869028
555,DEVICE_001,20.1,9.74,247.8,0.31,60.5,2026-03-27 20:17:57.869028
556,DEVICE_001,15.8,8.23,229.5,0.67,144.3,2026-03-27 20:47:57.869028
557,DEVICE_002,13.8,9.75,605.4,2.39,68.9,2026-03-27 21:17:57.869028
558,DEVICE_003,21.7,7.52,184.4,0.54,77.2,2026-03-27 21:47:57.869028
559,DEVICE_001,20.0,7.42,282.8,0.51,77.7,2026-03-27 22:17:57.869028
560,DEVICE_003,21.2,7.21,202.0,0.19,129.3,2026-03-27 22:47:57.869028
561,DEVICE_001,24.2,7.08,136.0,0.1,58.0,2026-03-27 23:17:57.869028
562,DEVICE_003,23.0,8.34,50.9,0.36,64.1,2026-03-27 23:47:57.869028
563,DEVICE_001,20.5,6.89,284.1,0.43,57.2,2026-03-28 00:17:57.869028
564,DEVICE_001,20.4,8.18,200.9,0.24,82.4,2026-03-28 00:47:57.869028
565,DEVICE_002,24.1,5.34,186.0,0.47,111.9,2026-03-28 01:17:57.869028
566,DEVICE_003,17.7,7.2,78.7,0.49,114.4,2026-03-28 01:47:57.869028
567,DEVICE_003,18.9,8.0,386.6,0.71,128.1,2026-03-28 02:17:57.869028
568,DEVICE_002,24.3,7.61,280.4,0.38,84.9,2026-03-28 02:47:57.869028
569,DEVICE_002,21.3,8.43,114.9,3.36,55.3,2026-03-28 03:17:57.869028
570,DEVICE_003,19.4,6.56,173.8,0.72,81.2,2026-03-28 03:47:57.869028
571,DEVICE_001,7.3,8.04,234.5,0.18,82.4,2026-03-28 04:17:57.869028
572,DEVICE_003,18.1,7.5,59.0,0.48,119.5,2026-03-28 04:47:57.869028
573,DEVICE_002,24.2,7.74,231.3,0.11,92.0,2026-03-28 05:17:57.869028
574,DEVICE_003,20.9,8.19,290.6,0.48,118.9,2026-03-28 05:47:57.869028
575,DEVICE_001,18.1,7.79,255.2,0.62,119.7,2026-03-28 06:17:57.869028
576,DEVICE_003,20.4,8.4,272.1,0.69,145.0,2026-03-28 06:47:57.869028
577,DEVICE_003,10.2,7.21,125.3,0.11,92.0,2026-03-28 07:17:57.869028
578,DEVICE_003,24.3,6.62,58.4,0.38,118.1,2026-03-28 07:47:57.869028
579,DEVICE_003,23.7,7.89,795.7,0.23,92.4,2026-03-28 08:17:57.869028
580,DEVICE_003,13.8,6.73,151.1,0.36,144.6,2026-03-28 08:47:57.869028
581,DEVICE_001,20.0,6.54,217.4,0.88,140.0,2026-03-28 09:17:57.869028
582,DEVICE_001,19.4,8.48,188.2,0.18,129.0,2026-03-28 09:47:57.869028
583,DEVICE_003,9.3,6.77,77.2,0.62,129.9,2026-03-28 10:17:57.869028
584,DEVICE_001,24.1,7.93,267.1,0.42,68.1,2026-03-28 10:47:57.869028
585,DEVICE_001,11.6,7.16,287.8,0.66,80.5,2026-03-28 11:17:57.869028
586,DEVICE_001,24.4,7.9,103.1,0.29,123.0,2026-03-28 11:47:57.869028
587,DEVICE_002,24.9,7.83,169.1,0.88,85.0,2026-03-28 12:17:57.869028
588,DEVICE_002,23.7,7.21,72.4,0.35,72.7,2026-03-28 12:47:57.869028
589,DEVICE_001,23.7,6.87,263.7,0.8,71.5,2026-03-28 13:17:57.869028
590,DEVICE_003,22.9,8.19,79.8,0.58,95.7,2026-03-28 13:47:57.869028
591,DEVICE_002,13.5,6.75,254.5,0.37,87.6,2026-03-28 14:17:57.869028
592,DEVICE_001,24.3,6.72,65.2,0.39,54.2,2026-03-28 14:47:57.869028
593,DEVICE_001,24.4,7.17,273.2,0.35,141.8,2026-03-28 15:17:57.869028
594,DEVICE_002,21.5,7.32,75.2,0.38,85.8,2026-03-28 15:47:57.869028
595,DEVICE_002,17.4,7.87,284.0,4.25,135.8,2026-03-28 16:17:57.869028
596,DEVICE_003,18.2,7.02,148.7,0.89,109.6,2026-03-28 16:47:57.869028
597,DEVICE_002,15.3,6.78,105.1,0.13,77.1,2026-03-28 17:17:57.869028
598,DEVICE_001,18.2,7.67,63.5,0.38,52.3,2026-03-28 17:47:57.869028
599,DEVICE_001,16.9,7.35,92.2,0.75,104.6,2026-03-28 18:17:57.869028
600,DEVICE_003,21.4,6.61,260.9,0.5,104.3,2026-03-28 18:47:57.869028
601,DEVICE_001,12.6,7.43,288.7,0.42,102.5,2026-03-28 19:17:57.869028
602,DEVICE_001,5.9,7.14,196.6,0.5,139.8,2026-03-28 19:47:57.869028
603,DEVICE_003,16.6,6.74,180.0,0.78,79.5,2026-03-28 20:17:57.869028
604,DEVICE_002,19.3,8.26,262.3,0.59,71.8,2026-03-28 20:47:57.869028
605,DEVICE_003,23.6,7.11,82.1,3.38,77.9,2026-03-28 21:17:57.869028
606,DEVICE_002,24.3,6.73,287.1,0.32,88.1,2026-03-28 21:47:57.869028
