device_id,pH,tds,turbidity,conductivity,temperature,timestamp,created_at
DEVICE_001,7.38,297.29,1.47,127.25,26.4,2026-04-22 01:40:32,2026-04-16 16:10:32
DEVICE_002,7.88,299.31,1.35,117.42,28.73,2026-04-22 01:40:32,2026-04-16 16:10:32
DEVICE_003,7.18,295.29,1.5,140.97,25.85,2026-04-22 01:40:32,2026-04-16 16:10:32
DEVICE_001,7.4,300.0,1.47,128.69,26.05,2026-04-22 02:10:32,2026-04-16 16:10:32
DEVICE_002,7.88,300.0,1.33,118.24,28.35,2026-04-22 02:10:32,2026-04-16 16:10:32
DEVICE_003,7.18,294.67,1.46,140.39,25.93,2026-04-22 02:10:32,2026-04-16 16:10:32
DEVICE_001,7.41,400.0,3.25,127.92,26.31,2026-04-22 02:40:32,2026-04-16 16:10:32
DEVICE_002,7.87,295.95,1.37,119.81,28.34,2026-04-22 02:40:32,2026-04-16 16:10:32
DEVICE_003,7.13,290.31,1.49,140.06,25.81,2026-04-22 02:40:32,2026-04-16 16:10:32
DEVICE_001,7.41,300.0,1.5,129.36,26.62,2026-04-22 03:10:32,2026-04-16 16:10:32
DEVICE_002,7.89,292.55,1.37,121.58,28.76,2026-04-22 03:10:32,2026-04-16 16:10:32
DEVICE_003,7.17,285.82,1.5,139.19,25.68,2026-04-22 03:10:32,2026-04-16 16:10:32
DEVICE_001,7.37,300.0,1.5,129.31,26.58,2026-04-22 03:40:32,2026-04-16 16:10:32
DEVICE_002,7.93,295.31,1.32,122.0,29.07,2026-04-22 03:40:32,2026-04-16 16:10:32
DEVICE_003,7.19,290.81,1.5,139.6,25.94,2026-04-22 03:40:32,2026-04-16 16:10:32
DEVICE_001,7.38,447.0,3.14,127.36,26.57,2026-04-22 04:10:32,2026-04-16 16:10:32
DEVICE_002,7.92,293.79,1.29,121.33,29.22,2026-04-22 04:10:32,2026-04-16 16:10:32
DEVICE_003,7.23,286.85,1.48,139.79,25.68,2026-04-22 04:10:32,2026-04-16 16:10:32
DEVICE_001,7.41,300.0,1.5,128.32,26.47,2026-04-22 04:40:32,2026-04-16 16:10:32
DEVICE_002,7.91,292.44,1.31,119.38,29.31,2026-04-22 04:40:32,2026-04-16 16:10:32
DEVICE_003,7.22,288.17,1.47,137.93,25.88,2026-04-22 04:40:32,2026-04-16 16:10:32
DEVICE_001,7.44,300.0,1.5,128.3,26.77,2026-04-22 05:10:32,2026-04-16 16:10:32
DEVICE_002,7.87,295.57,1.3,119.61,29.04,2026-04-22 05:10:32,2026-04-16 16:10:32
DEVICE_003,7.22,288.88,1.42,138.65,26.04,2026-04-22 05:10:32,2026-04-16 16:10:32
DEVICE_001,7.45,300.0,1.5,128.19,26.83,2026-04-22 05:40:32,2026-04-16 16:10:32
DEVICE_002,7.89,296.35,1.29,118.51,29.2,2026-04-22 05:40:32,2026-04-16 16:10:32
DEVICE_003,7.21,285.58,1.45,138.87,26.03,2026-04-22 05:40:32,2026-04-16 16:10:32
DEVICE_001,7.49,299.61,1.5,129.47,26.75,2026-04-22 06:10:32,2026-04-16 16:10:32
DEVICE_002,7.89,300.0,1.24,117.47,29.22,2026-04-22 06:10:32,2026-04-16 16:10:32
DEVICE_003,7.17,286.66,1.44,138.29,26.3,2026-04-22 06:10:32,2026-04-16 16:10:32
DEVICE_001,7.46,297.9,1.5,128.84,26.47,2026-04-22 06:40:32,2026-04-16 16:10:32
DEVICE_002,7.93,295.22,1.21,118.17,29.44,2026-04-22 06:40:32,2026-04-16 16:10:32
DEVICE_003,7.17,282.25,1.44,138.56,26.76,2026-04-22 06:40:32,2026-04-16 16:10:32
DEVICE_001,7.5,298.03,1.5,129.77,26.21,2026-04-22 07:10:32,2026-04-16 16:10:32
DEVICE_002,7.94,299.55,1.18,117.58,29.22,2026-04-22 07:10:32,2026-04-16 16:10:32
DEVICE_003,7.16,286.74,1.43,137.34,27.17,2026-04-22 07:10:32,2026-04-16 16:10:32
DEVICE_001,7.45,484.69,3.3,129.21,26.15,2026-04-22 07:40:32,2026-04-16 16:10:32
DEVICE_002,7.97,300.0,1.22,117.64,28.86,2026-04-22 07:40:32,2026-04-16 16:10:32
DEVICE_003,7.13,282.43,1.38,136.13,27.53,2026-04-22 07:40:32,2026-04-16 16:10:32
DEVICE_001,7.47,300.0,1.5,128.03,25.68,2026-04-22 08:10:32,2026-04-16 16:10:32
DEVICE_002,7.99,299.35,1.17,117.99,29.2,2026-04-22 08:10:32,2026-04-16 16:10:32
DEVICE_003,7.16,278.34,1.39,137.5,27.33,2026-04-22 08:10:32,2026-04-16 16:10:32
DEVICE_001,7.45,300.0,1.46,126.3,25.53,2026-04-22 08:40:32,2026-04-16 16:10:32
DEVICE_002,7.97,299.18,1.14,116.58,29.68,2026-04-22 08:40:32,2026-04-16 16:10:32
DEVICE_003,7.18,456.97,3.23,138.3,27.02,2026-04-22 08:40:32,2026-04-16 16:10:32
DEVICE_001,7.43,300.0,1.47,127.93,25.62,2026-04-22 09:10:32,2026-04-16 16:10:32
DEVICE_002,8.0,300.0,1.14,115.33,29.74,2026-04-22 09:10:32,2026-04-16 16:10:32
DEVICE_003,7.21,300.0,1.5,137.81,27.3,2026-04-22 09:10:32,2026-04-16 16:10:32
DEVICE_001,7.39,296.53,1.49,126.38,25.76,2026-04-22 09:40:32,2026-04-16 16:10:32
DEVICE_002,7.98,481.33,2.81,114.2,29.69,2026-04-22 09:40:32,2026-04-16 16:10:32
DEVICE_003,7.17,300.0,1.48,137.28,27.06,2026-04-22 09:40:32,2026-04-16 16:10:32
DEVICE_001,7.42,300.0,1.5,125.95,25.74,2026-04-22 10:10:32,2026-04-16 16:10:32
DEVICE_002,8.02,300.0,1.5,114.75,29.93,2026-04-22 10:10:32,2026-04-16 16:10:32
DEVICE_003,7.2,295.8,1.5,135.9,27.41,2026-04-22 10:10:32,2026-04-16 16:10:32
DEVICE_001,7.37,295.91,1.5,125.29,25.86,2026-04-22 10:40:32,2026-04-16 16:10:32
DEVICE_002,8.06,295.94,1.48,115.76,29.81,2026-04-22 10:40:32,2026-04-16 16:10:32
DEVICE_003,7.24,443.37,2.58,134.28,27.49,2026-04-22 10:40:32,2026-04-16 16:10:32
DEVICE_001,7.34,291.07,1.5,125.73,26.29,2026-04-22 11:10:32,2026-04-16 16:10:32
DEVICE_002,8.02,298.78,1.46,116.52,29.59,2026-04-22 11:10:32,2026-04-16 16:10:32
DEVICE_003,7.27,300.0,1.5,133.01,27.98,2026-04-22 11:10:32,2026-04-16 16:10:32
DEVICE_001,7.34,293.4,1.5,125.23,26.66,2026-04-22 11:40:32,2026-04-16 16:10:32
DEVICE_002,8.05,479.4,3.17,116.81,29.54,2026-04-22 11:40:32,2026-04-16 16:10:32
DEVICE_003,7.32,300.0,1.45,133.03,27.52,2026-04-22 11:40:32,2026-04-16 16:10:32
DEVICE_001,7.33,296.15,1.5,124.06,26.96,2026-04-22 12:10:32,2026-04-16 16:10:32
DEVICE_002,8.06,300.0,1.5,115.19,29.4,2026-04-22 12:10:32,2026-04-16 16:10:32
DEVICE_003,7.28,300.0,1.47,132.45,27.22,2026-04-22 12:10:32,2026-04-16 16:10:32
DEVICE_001,7.28,299.57,1.48,122.11,27.26,2026-04-22 12:40:32,2026-04-16 16:10:32
DEVICE_002,8.03,297.97,1.5,115.82,29.09,2026-04-22 12:40:32,2026-04-16 16:10:32
DEVICE_003,7.26,299.03,1.47,131.68,26.82,2026-04-22 12:40:32,2026-04-16 16:10:32
DEVICE_001,7.27,401.83,2.62,121.47,27.13,2026-04-22 13:10:32,2026-04-16 16:10:32
DEVICE_002,8.01,300.0,1.5,117.39,29.19,2026-04-22 13:10:32,2026-04-16 16:10:32
DEVICE_003,7.28,294.31,1.5,133.67,27.01,2026-04-22 13:10:32,2026-04-16 16:10:32
DEVICE_001,7.24,300.0,1.5,122.43,26.81,2026-04-22 13:40:32,2026-04-16 16:10:32
DEVICE_002,8.04,300.0,1.47,118.8,29.24,2026-04-22 13:40:32,2026-04-16 16:10:32
DEVICE_003,7.24,292.43,1.5,131.8,27.46,2026-04-22 13:40:32,2026-04-16 16:10:32
DEVICE_001,7.27,298.87,1.45,123.15,26.72,2026-04-22 14:10:32,2026-04-16 16:10:32
DEVICE_002,8.05,300.0,1.45,118.01,28.79,2026-04-22 14:10:32,2026-04-16 16:10:32
DEVICE_003,7.27,293.73,1.5,131.89,27.73,2026-04-22 14:10:32,2026-04-16 16:10:32
DEVICE_001,7.31,296.54,1.45,121.71,26.27,2026-04-22 14:40:32,2026-04-16 16:10:32
DEVICE_002,8.01,298.47,1.49,119.12,28.44,2026-04-22 14:40:32,2026-04-16 16:10:32
DEVICE_003,7.26,295.0,1.5,132.05,27.73,2026-04-22 14:40:32,2026-04-16 16:10:32
DEVICE_001,7.27,293.78,1.49,122.1,26.53,2026-04-22 15:10:32,2026-04-16 16:10:32
DEVICE_002,7.99,298.11,1.45,119.6,28.44,2026-04-22 15:10:32,2026-04-16 16:10:32
DEVICE_003,7.21,291.2,1.5,130.48,27.56,2026-04-22 15:10:32,2026-04-16 16:10:32
DEVICE_001,7.27,292.2,1.46,121.12,26.16,2026-04-22 15:40:32,2026-04-16 16:10:32
DEVICE_002,8.0,293.49,1.49,118.38,28.21,2026-04-22 15:40:32,2026-04-16 16:10:32
DEVICE_003,7.24,294.84,1.5,132.36,27.5,2026-04-22 15:40:32,2026-04-16 16:10:32
DEVICE_001,7.27,290.15,1.43,122.1,25.69,2026-04-22 16:10:32,2026-04-16 16:10:32
DEVICE_002,8.01,291.05,1.46,117.96,28.28,2026-04-22 16:10:32,2026-04-16 16:10:32
DEVICE_003,7.29,299.42,1.5,133.17,27.42,2026-04-22 16:10:32,2026-04-16 16:10:32
DEVICE_001,7.27,290.97,1.39,121.59,25.7,2026-04-22 16:40:32,2026-04-16 16:10:32
DEVICE_002,7.98,290.65,1.42,119.55,28.48,2026-04-22 16:40:32,2026-04-16 16:10:32
DEVICE_003,7.34,300.0,1.49,131.53,27.17,2026-04-22 16:40:32,2026-04-16 16:10:32
DEVICE_001,7.3,294.0,1.35,121.75,25.49,2026-04-22 17:10:32,2026-04-16 16:10:32
DEVICE_002,8.03,290.93,1.44,118.17,28.75,2026-04-22 17:10:32,2026-04-16 16:10:32
DEVICE_003,7.3,300.0,1.5,131.36,26.86,2026-04-22 17:10:32,2026-04-16 16:10:32
DEVICE_001,7.3,293.08,1.33,121.02,25.31,2026-04-22 17:40:32,2026-04-16 16:10:32
DEVICE_002,8.07,291.74,1.44,117.68,28.45,2026-04-22 17:40:32,2026-04-16 16:10:32
DEVICE_003,7.32,295.01,1.5,132.8,26.46,2026-04-22 17:40:32,2026-04-16 16:10:32
DEVICE_001,7.26,295.73,1.32,119.99,25.08,2026-04-22 18:10:32,2026-04-16 16:10:32
DEVICE_002,8.05,295.56,1.43,118.92,28.05,2026-04-22 18:10:32,2026-04-16 16:10:32
DEVICE_003,7.28,298.38,1.5,131.95,26.52,2026-04-22 18:10:32,2026-04-16 16:10:32
DEVICE_001,7.29,295.55,1.32,118.52,25.07,2026-04-22 18:40:32,2026-04-16 16:10:32
DEVICE_002,8.06,396.37,2.8,119.05,27.56,2026-04-22 18:40:32,2026-04-16 16:10:32
DEVICE_003,7.25,300.0,1.5,133.26,26.77,2026-04-22 18:40:32,2026-04-16 16:10:32
DEVICE_001,7.34,291.99,1.32,118.93,25.2,2026-04-22 19:10:32,2026-04-16 16:10:32
DEVICE_002,8.11,300.0,1.5,120.21,27.76,2026-04-22 19:10:32,2026-04-16 16:10:32
DEVICE_003,7.27,297.19,1.5,133.42,26.54,2026-04-22 19:10:32,2026-04-16 16:10:32
DEVICE_001,7.33,296.63,1.34,116.99,25.69,2026-04-22 19:40:32,2026-04-16 16:10:32
DEVICE_002,8.15,295.04,1.45,119.9,28.25,2026-04-22 19:40:32,2026-04-16 16:10:32
DEVICE_003,7.27,299.82,1.5,132.67,26.06,2026-04-22 19:40:32,2026-04-16 16:10:32
DEVICE_001,7.28,443.36,2.59,118.11,25.41,2026-04-22 20:10:32,2026-04-16 16:10:32
DEVICE_002,8.11,299.12,1.47,120.7,27.83,2026-04-22 20:10:32,2026-04-16 16:10:32
DEVICE_003,7.27,300.0,1.5,133.83,26.1,2026-04-22 20:10:32,2026-04-16 16:10:32
DEVICE_001,7.27,300.0,1.5,116.47,25.26,2026-04-22 20:40:32,2026-04-16 16:10:32
DEVICE_002,8.09,295.81,1.42,119.52,27.92,2026-04-22 20:40:32,2026-04-16 16:10:32
DEVICE_003,7.3,299.84,1.5,135.18,26.59,2026-04-22 20:40:32,2026-04-16 16:10:32
DEVICE_001,7.27,296.75,1.46,117.6,25.54,2026-04-22 21:10:32,2026-04-16 16:10:32
DEVICE_002,8.08,297.42,1.43,120.16,28.37,2026-04-22 21:10:32,2026-04-16 16:10:32
DEVICE_003,7.34,297.0,1.46,135.56,27.05,2026-04-22 21:10:32,2026-04-16 16:10:32
DEVICE_001,7.31,296.54,1.47,119.37,25.48,2026-04-22 21:40:32,2026-04-16 16:10:32
DEVICE_002,8.06,293.28,1.39,121.21,28.31,2026-04-22 21:40:32,2026-04-16 16:10:32
DEVICE_003,7.39,296.76,1.48,135.19,26.62,2026-04-22 21:40:32,2026-04-16 16:10:32
DEVICE_001,7.29,296.67,1.45,119.18,25.79,2026-04-22 22:10:32,2026-04-16 16:10:32
DEVICE_002,8.07,298.2,1.39,121.97,28.47,2026-04-22 22:10:32,2026-04-16 16:10:32
DEVICE_003,7.36,299.53,1.45,137.08,26.42,2026-04-22 22:10:32,2026-04-16 16:10:32
DEVICE_001,7.29,291.85,1.42,117.25,26.11,2026-04-22 22:40:32,2026-04-16 16:10:32
DEVICE_002,8.12,293.27,1.4,123.23,28.8,2026-04-22 22:40:32,2026-04-16 16:10:32
DEVICE_003,7.36,300.0,1.42,136.67,26.92,2026-04-22 22:40:32,2026-04-16 16:10:32
DEVICE_001,7.29,293.72,1.42,119.23,25.75,2026-04-22 23:10:32,2026-04-16 16:10:32
DEVICE_002,8.15,292.09,1.36,123.98,28.78,2026-04-22 23:10:32,2026-04-16 16:10:32
DEVICE_003,7.37,296.25,1.42,135.81,27.0,2026-04-22 23:10:32,2026-04-16 16:10:32
DEVICE_001,7.32,298.6,1.38,117.24,25.98,2026-04-22 23:40:32,2026-04-16 16:10:32
DEVICE_002,8.17,296.65,1.34,125.41,28.71,2026-04-22 23:40:32,2026-04-16 16:10:32
DEVICE_003,7.38,300.0,1.43,135.45,27.46,2026-04-22 23:40:32,2026-04-16 16:10:32
DEVICE_001,7.33,295.7,1.39,115.36,25.82,2026-04-23 00:10:32,2026-04-16 16:10:32
DEVICE_002,8.13,296.48,1.38,126.41,28.91,2026-04-23 00:10:32,2026-04-16 16:10:32
DEVICE_003,7.35,297.81,1.39,134.04,27.2,2026-04-23 00:10:32,2026-04-16 16:10:32
DEVICE_001,7.36,300.0,1.36,115.25,26.01,2026-04-23 00:40:32,2026-04-16 16:10:32
DEVICE_002,8.1,300.0,1.34,125.32,29.27,2026-04-23 00:40:32,2026-04-16 16:10:32
DEVICE_003,7.36,293.12,1.42,134.18,27.3,2026-04-23 00:40:32,2026-04-16 16:10:32
DEVICE_001,7.32,300.0,1.36,113.39,25.54,2026-04-23 01:10:32,2026-04-16 16:10:32
DEVICE_002,8.1,295.1,1.37,127.07,28.88,2026-04-23 01:10:32,2026-04-16 16:10:32
DEVICE_003,7.34,288.47,1.43,136.0,27.02,2026-04-23 01:10:32,2026-04-16 16:10:32
DEVICE_001,7.27,300.0,1.35,111.53,25.86,2026-04-23 01:40:32,2026-04-16 16:10:32
DEVICE_002,8.07,296.01,1.36,125.37,28.48,2026-04-23 01:40:32,2026-04-16 16:10:32
DEVICE_003,7.35,287.88,1.41,135.66,27.19,2026-04-23 01:40:32,2026-04-16 16:10:32
DEVICE_001,7.26,300.0,1.33,111.86,25.54,2026-04-23 02:10:32,2026-04-16 16:10:32
DEVICE_002,8.11,298.83,1.4,123.69,28.03,2026-04-23 02:10:32,2026-04-16 16:10:32
DEVICE_003,7.31,287.75,1.36,136.72,26.85,2026-04-23 02:10:32,2026-04-16 16:10:32
DEVICE_001,7.21,300.0,1.34,110.49,25.73,2026-04-23 02:40:32,2026-04-16 16:10:32
DEVICE_002,8.13,300.0,1.4,121.86,27.59,2026-04-23 02:40:32,2026-04-16 16:10:32
DEVICE_003,7.33,414.0,2.72,134.87,27.25,2026-04-23 02:40:32,2026-04-16 16:10:32
DEVICE_001,7.24,297.65,1.3,110.95,25.83,2026-04-23 03:10:32,2026-04-16 16:10:32
DEVICE_002,8.16,300.0,1.43,122.98,27.48,2026-04-23 03:10:32,2026-04-16 16:10:32
DEVICE_003,7.29,300.0,1.5,136.02,27.6,2026-04-23 03:10:32,2026-04-16 16:10:32
DEVICE_001,7.25,300.0,1.25,110.75,26.31,2026-04-23 03:40:32,2026-04-16 16:10:32
DEVICE_002,8.18,296.54,1.39,122.66,27.24,2026-04-23 03:40:32,2026-04-16 16:10:32
DEVICE_003,7.32,300.0,1.47,134.49,27.54,2026-04-23 03:40:32,2026-04-16 16:10:32
DEVICE_001,7.21,300.0,1.23,110.58,26.23,2026-04-23 04:10:32,2026-04-16 16:10:32
DEVICE_002,8.22,292.4,1.42,123.54,26.74,2026-04-23 04:10:32,2026-04-16 16:10:32
DEVICE_003,7.35,297.2,1.5,132.53,27.09,2026-04-23 04:10:32,2026-04-16 16:10:32
DEVICE_001,7.17,298.01,1.21,111.2,25.91,2026-04-23 04:40:32,2026-04-16 16:10:32
DEVICE_002,8.22,289.12,1.42,122.43,27.21,2026-04-23 04:40:32,2026-04-16 16:10:32
DEVICE_003,7.32,300.0,1.5,130.89,26.62,2026-04-23 04:40:32,2026-04-16 16:10:32
DEVICE_001,7.2,294.56,1.19,109.66,25.41,2026-04-23 05:10:32,2026-04-16 16:10:32
DEVICE_002,8.25,291.3,1.4,124.16,27.23,2026-04-23 05:10:32,2026-04-16 16:10:32
DEVICE_003,7.34,300.0,1.5,132.6,26.74,2026-04-23 05:10:32,2026-04-16 16:10:32
DEVICE_001,7.22,294.54,1.15,107.86,25.69,2026-04-23 05:40:32,2026-04-16 16:10:32
DEVICE_002,8.23,295.93,1.36,122.59,27.66,2026-04-23 05:40:32,2026-04-16 16:10:32
DEVICE_003,7.35,300.0,1.5,133.44,26.97,2026-04-23 05:40:32,2026-04-16 16:10:32
DEVICE_001,7.25,295.31,1.1,107.35,25.78,2026-04-23 06:10:32,2026-04-16 16:10:32
DEVICE_002,8.27,297.43,1.32,124.57,27.67,2026-04-23 06:10:32,2026-04-16 16:10:32
DEVICE_003,7.38,459.0,2.64,135.43,27.38,2026-04-23 06:10:32,2026-04-16 16:10:32
DEVICE_001,7.3,290.54,1.1,105.59,26.07,2026-04-23 06:40:32,2026-04-16 16:10:32
DEVICE_002,8.28,297.73,1.36,123.98,27.97,2026-04-23 06:40:32,2026-04-16 16:10:32
DEVICE_003,7.38,495.0,3.25,134.38,27.27,2026-04-23 06:40:32,2026-04-16 16:10:32
DEVICE_001,7.26,294.82,1.07,105.4,25.96,2026-04-23 07:10:32,2026-04-16 16:10:32
DEVICE_002,8.27,298.87,1.38,124.26,27.63,2026-04-23 07:10:32,2026-04-16 16:10:32
DEVICE_003,7.33,300.0,1.5,135.61,27.41,2026-04-23 07:10:32,2026-04-16 16:10:32
DEVICE_001,7.27,295.47,1.04,104.24,25.72,2026-04-23 07:40:32,2026-04-16 16:10:32
DEVICE_002,8.26,296.59,1.42,125.77,27.56,2026-04-23 07:40:32,2026-04-16 16:10:32
DEVICE_003,7.36,299.5,1.5,134.23,27.71,2026-04-23 07:40:32,2026-04-16 16:10:32
DEVICE_001,7.29,290.73,1.07,103.31,26.08,2026-04-23 08:10:32,2026-04-16 16:10:32
DEVICE_002,8.27,299.47,1.47,125.25,27.48,2026-04-23 08:10:32,2026-04-16 16:10:32
DEVICE_003,7.38,300.0,1.46,132.47,27.71,2026-04-23 08:10:32,2026-04-16 16:10:32
DEVICE_001,7.3,290.97,1.03,101.34,26.07,2026-04-23 08:40:32,2026-04-16 16:10:32
DEVICE_002,8.31,295.22,1.45,127.17,27.43,2026-04-23 08:40:32,2026-04-16 16:10:32
DEVICE_003,7.33,299.94,1.45,130.5,27.36,2026-04-23 08:40:32,2026-04-16 16:10:32
DEVICE_001,7.28,293.4,0.98,101.77,25.74,2026-04-23 09:10:32,2026-04-16 16:10:32
DEVICE_002,8.26,295.67,1.45,125.6,27.04,2026-04-23 09:10:32,2026-04-16 16:10:32
DEVICE_003,7.36,300.0,1.47,129.88,27.48,2026-04-23 09:10:32,2026-04-16 16:10:32
DEVICE_001,7.33,296.21,0.93,103.11,26.12,2026-04-23 09:40:32,2026-04-16 16:10:32
DEVICE_002,8.26,292.22,1.43,126.61,27.08,2026-04-23 09:40:32,2026-04-16 16:10:32
DEVICE_003,7.38,300.0,1.45,130.06,27.74,2026-04-23 09:40:32,2026-04-16 16:10:32
DEVICE_001,7.31,292.5,0.95,103.81,26.16,2026-04-23 10:10:32,2026-04-16 16:10:32
DEVICE_002,8.25,296.41,1.46,124.95,27.56,2026-04-23 10:10:32,2026-04-16 16:10:32
DEVICE_003,7.37,296.17,1.4,130.07,28.06,2026-04-23 10:10:32,2026-04-16 16:10:32
DEVICE_001,7.36,289.74,0.92,105.01,26.4,2026-04-23 10:40:32,2026-04-16 16:10:32
DEVICE_002,8.26,408.98,3.03,124.08,27.31,2026-04-23 10:40:32,2026-04-16 16:10:32
DEVICE_003,7.38,292.52,1.38,130.32,27.83,2026-04-23 10:40:32,2026-04-16 16:10:32
DEVICE_001,7.39,291.22,0.9,106.47,26.6,2026-04-23 11:10:32,2026-04-16 16:10:32
DEVICE_002,8.22,404.0,2.71,124.8,27.66,2026-04-23 11:10:32,2026-04-16 16:10:32
DEVICE_003,7.36,293.21,1.37,130.32,28.07,2026-04-23 11:10:32,2026-04-16 16:10:32
DEVICE_001,7.4,287.95,0.87,105.61,26.92,2026-04-23 11:40:32,2026-04-16 16:10:32
DEVICE_002,8.24,407.0,3.01,123.81,27.85,2026-04-23 11:40:32,2026-04-16 16:10:32
DEVICE_003,7.35,291.04,1.35,128.64,28.12,2026-04-23 11:40:32,2026-04-16 16:10:32
DEVICE_001,7.42,290.11,0.92,104.99,26.8,2026-04-23 12:10:32,2026-04-16 16:10:32
DEVICE_002,8.21,300.0,1.5,123.75,27.6,2026-04-23 12:10:32,2026-04-16 16:10:32
DEVICE_003,7.39,286.98,1.34,127.88,28.62,2026-04-23 12:10:32,2026-04-16 16:10:32
DEVICE_001,7.44,288.43,0.95,103.32,26.44,2026-04-23 12:40:32,2026-04-16 16:10:32
DEVICE_002,8.22,300.0,1.46,124.93,27.22,2026-04-23 12:40:32,2026-04-16 16:10:32
DEVICE_003,7.35,285.76,1.38,126.42,28.78,2026-04-23 12:40:32,2026-04-16 16:10:32
DEVICE_001,7.46,287.52,1.0,103.69,26.82,2026-04-23 13:10:32,2026-04-16 16:10:32
DEVICE_002,8.26,300.0,1.41,125.1,27.47,2026-04-23 13:10:32,2026-04-16 16:10:32
DEVICE_003,7.33,288.68,1.42,127.29,29.27,2026-04-23 13:10:32,2026-04-16 16:10:32
DEVICE_001,7.42,287.35,1.01,102.35,27.07,2026-04-23 13:40:32,2026-04-16 16:10:32
DEVICE_002,8.22,297.51,1.37,126.02,27.72,2026-04-23 13:40:32,2026-04-16 16:10:32
DEVICE_003,7.34,286.43,1.4,127.65,29.19,2026-04-23 13:40:32,2026-04-16 16:10:32
DEVICE_001,7.43,282.72,1.0,100.9,27.18,2026-04-23 14:10:32,2026-04-16 16:10:32
DEVICE_002,8.19,300.0,1.4,127.87,28.08,2026-04-23 14:10:32,2026-04-16 16:10:32
DEVICE_003,7.33,282.6,1.36,126.31,29.02,2026-04-23 14:10:32,2026-04-16 16:10:32
DEVICE_001,7.44,281.31,0.97,100.0,26.99,2026-04-23 14:40:32,2026-04-16 16:10:32
DEVICE_002,8.22,300.0,1.4,126.72,28.31,2026-04-23 14:40:32,2026-04-16 16:10:32
DEVICE_003,7.36,279.97,1.4,126.12,29.08,2026-04-23 14:40:32,2026-04-16 16:10:32
DEVICE_001,7.48,282.93,0.95,100.75,27.38,2026-04-23 15:10:32,2026-04-16 16:10:32
DEVICE_002,8.26,299.11,1.42,127.16,28.14,2026-04-23 15:10:32,2026-04-16 16:10:32
DEVICE_003,7.35,284.51,1.36,126.95,29.05,2026-04-23 15:10:32,2026-04-16 16:10:32
DEVICE_001,7.48,286.52,0.99,100.5,27.39,2026-04-23 15:40:32,2026-04-16 16:10:32
DEVICE_002,8.25,300.0,1.41,128.13,27.71,2026-04-23 15:40:32,2026-04-16 16:10:32
DEVICE_003,7.33,285.75,1.32,125.86,29.1,2026-04-23 15:40:32,2026-04-16 16:10:32
DEVICE_001,7.53,288.12,0.95,100.74,27.4,2026-04-23 16:10:32,2026-04-16 16:10:32
DEVICE_002,8.3,296.71,1.45,127.96,27.35,2026-04-23 16:10:32,2026-04-16 16:10:32
DEVICE_003,7.35,283.44,1.33,126.3,29.58,2026-04-23 16:10:32,2026-04-16 16:10:32
DEVICE_001,7.57,291.01,0.93,100.68,27.78,2026-04-23 16:40:32,2026-04-16 16:10:32
DEVICE_002,8.29,300.0,1.47,128.76,27.61,2026-04-23 16:40:32,2026-04-16 16:10:32
DEVICE_003,7.35,282.67,1.35,125.9,29.45,2026-04-23 16:40:32,2026-04-16 16:10:32
DEVICE_001,7.62,287.67,0.98,101.53,27.34,2026-04-23 17:10:32,2026-04-16 16:10:32
DEVICE_002,8.32,299.32,1.45,128.97,27.14,2026-04-23 17:10:32,2026-04-16 16:10:32
DEVICE_003,7.34,281.78,1.36,124.01,29.9,2026-04-23 17:10:32,2026-04-16 16:10:32
DEVICE_001,7.57,446.98,2.11,102.71,27.63,2026-04-23 17:40:32,2026-04-16 16:10:32
DEVICE_002,8.31,296.12,1.46,130.68,26.73,2026-04-23 17:40:32,2026-04-16 16:10:32
DEVICE_003,7.39,284.93,1.37,122.47,29.85,2026-04-23 17:40:32,2026-04-16 16:10:32
DEVICE_001,7.54,300.0,1.5,103.66,28.11,2026-04-23 18:10:32,2026-04-16 16:10:32
DEVICE_002,8.32,299.43,1.49,132.16,26.49,2026-04-23 18:10:32,2026-04-16 16:10:32
DEVICE_003,7.36,281.45,1.41,121.43,29.54,2026-04-23 18:10:32,2026-04-16 16:10:32
DEVICE_001,7.55,297.82,1.49,104.02,28.11,2026-04-23 18:40:32,2026-04-16 16:10:32
DEVICE_002,8.34,300.0,1.5,132.34,26.8,2026-04-23 18:40:32,2026-04-16 16:10:32
DEVICE_003,7.39,285.44,1.46,122.5,29.32,2026-04-23 18:40:32,2026-04-16 16:10:32
DEVICE_001,7.58,296.96,1.49,104.18,28.02,2026-04-23 19:10:32,2026-04-16 16:10:32
DEVICE_002,8.38,299.44,1.48,131.22,26.5,2026-04-23 19:10:32,2026-04-16 16:10:32
DEVICE_003,7.42,290.08,1.45,124.46,29.26,2026-04-23 19:10:32,2026-04-16 16:10:32
DEVICE_001,7.56,295.9,1.5,102.95,28.48,2026-04-23 19:40:32,2026-04-16 16:10:32
DEVICE_002,8.4,299.21,1.46,130.94,26.25,2026-04-23 19:40:32,2026-04-16 16:10:32
DEVICE_003,7.44,293.61,1.46,122.98,29.48,2026-04-23 19:40:32,2026-04-16 16:10:32
DEVICE_001,7.59,293.42,1.49,104.04,28.75,2026-04-23 20:10:32,2026-04-16 16:10:32
DEVICE_002,8.41,296.84,1.49,129.12,25.79,2026-04-23 20:10:32,2026-04-16 16:10:32
DEVICE_003,7.45,293.82,1.5,122.73,29.82,2026-04-23 20:10:32,2026-04-16 16:10:32
